Name,AB,H,2B,3B,HR,SO,BB,GB%,ifFB%,ofFB%,LD%,좌%,좌중%,중%,우중%,우%,좌_안타비율,좌중안타비율,중안타비율,우중안타비율,우안타비율,Name,ERA,TBF,H,2B,3B,HR,SO,BB,GB%,ifFB%,ofFB%,LD%,HR/FB%,좌%,좌중%,중%,우중%,우%,좌_안타비율,좌중안타비율,중안타비율,우중안타비율,우안타비율
로하스,269,84,20,0,18,60,46,38.1,7.6,50.5,3.8,24.5,19.7,13.9,19.7,22.1,0.392,0.415,0.517,0.22,0.5,최지강,2.16,153,30,2,2,3,31,18,57.1,6.1,34.7,2.0,7.5,22.4,23.5,15.3,18.4,20.4,0.273,0.217,0.333,0.333,0.4
